Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;x;;Peukert 1,75V;
[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;x;;Duração;Corrente
18/11/2022 16:20;1;...;00:00:00;00:00:00;0;0;EQUALIZACAO_4X_C20;0,000;0;;;;;;;;;;18/11/2022 19:30;AhCha;1,19361;;20,938;0,237
18/11/2022 16:30;2;PAU;00:00:00;00:00:00;0;0;EQUALIZACAO_4X_C20;2,090;0;;;;;;;;;;;AhDch;4,972698;;19,697;0,249
18/11/2022 16:30;2;PAU;00:00:00;00:00:00;0;0;EQUALIZACAO_4X_C20;2,090;0;0;0;0;0;0;0;0;0;;;Duração;20:56:16;;20,146;0,245
18/11/2022 16:30;2;PAU;00:00:02;00:00:02;0;0;EQUALIZACAO_4X_C20;2,091;0;0;0;0;0;0;0;0;0;;20/11/2022 20:26;AhCha;8,975627;;20,032;0,247
18/11/2022 16:30;2;PAU;00:00:02;00:00:02;0;0;EQUALIZACAO_4X_C20;2,091;0;;;;;;;;;;;AhDch;4,896998;;;
18/11/2022 16:30;3;MSG;00:00:02;00:00:02;0;0;EQUALIZACAO_4X_C20;Set IRange: 4;;;;;;;;;;;;Duração;19:41:48;;;
18/11/2022 16:30;3;CHA;00:00:02;00:00:00;0;0;EQUALIZACAO_4X_C20;2,142;0;;;;;;;;;;22/11/2022 20:08;AhCha;8,191689;;;
18/11/2022 16:30;3;CHA;00:00:02;00:00:00;0;0;EQUALIZACAO_4X_C20;2,172;0,997;0;0;0;0;0;0;0;0;;;AhDch;4,932428;;;
18/11/2022 16:45;3;CHA;00:15:02;00:15:00;0;0;EQUALIZACAO_4X_C20;2,667;0,437;0,131985;0;0,131985;0,131985;0,350745;0,350745;0;0,350745;;;Duração;20:08:44;;;
18/11/2022 17:00;3;CHA;00:30:02;00:30:00;0;0;EQUALIZACAO_4X_C20;2,667;0,414;0,23783;0;0,23783;0,23783;0,633029;0,633029;0;0,633029;;24/11/2022 20:17;AhCha;7,741025;;;
18/11/2022 17:15;3;CHA;00:45:02;00:45:00;0;0;EQUALIZACAO_4X_C20;2,667;0,403;0,339797;0;0,339797;0,339797;0,904968;0,904968;0;0,904968;;;AhDch;4,939935;;;
18/11/2022 17:30;3;CHA;01:00:02;01:00:00;0;0;EQUALIZACAO_4X_C20;2,667;0,396;0,439629;0;0,439629;0,439629;1,171215;1,171215;0;1,171215;;;Duração;20:01:57;;;
18/11/2022 17:45;3;CHA;01:15:02;01:15:00;0;0;EQUALIZACAO_4X_C20;2,667;0,391;0,53794;0;0,53794;0,53794;1,433407;1,433407;0;1,433407;;26/11/2022 20:19;AhCha;7,451042;;;
18/11/2022 18:00;3;CHA;01:30:02;01:30:00;0;0;EQUALIZACAO_4X_C20;2,667;0,385;0,634903;0;0,634903;0,634903;1,692001;1,692001;0;1,692001;;;;;;;
18/11/2022 18:15;3;CHA;01:45:02;01:45:00;0;0;EQUALIZACAO_4X_C20;2,667;0,381;0,73065;0;0,73065;0,73065;1,947355;1,947355;0;1,947355;;;;;;;
18/11/2022 18:30;3;CHA;02:00:02;02:00:00;0;0;EQUALIZACAO_4X_C20;2,667;0,376;0,825242;0;0,825242;0,825242;2,199625;2,199625;0;2,199625;;;;;;;
18/11/2022 18:45;3;CHA;02:15:02;02:15:00;0;0;EQUALIZACAO_4X_C20;2,667;0,373;0,9188;0;0,9188;0,9188;2,449139;2,449139;0;2,449139;;;;;;;
18/11/2022 19:00;3;CHA;02:30:02;02:30:00;0;0;EQUALIZACAO_4X_C20;2,667;0,369;1,011386;0;1,011386;1,011386;2,696062;2,696062;0;2,696062;;;;;;;
18/11/2022 19:15;3;CHA;02:45:02;02:45:00;0;0;EQUALIZACAO_4X_C20;2,667;0,364;1,10296;0;1,10296;1,10296;2,940285;2,940285;0;2,940285;;;;;;;
18/11/2022 19:30;3;CHA;03:00:02;03:00:00;0;0;EQUALIZACAO_4X_C20;2,667;0,361;1,19358;0;1,19358;1,19358;3,181963;3,181963;0;3,181963;;;;;;;
18/11/2022 19:30;3;CHA;03:00:02;03:00:00;0;0;EQUALIZACAO_4X_C20;2,667;0,361;1,19361;0;1,19361;1,19361;3,182045;3,182045;0;3,182045;;;;;;;
18/11/2022 19:30;3;CHA;03:00:02;03:00:00;0;0;EQUALIZACAO_4X_C20;2,667;0,361;;;;;;;;;;;;;;;
18/11/2022 19:30;4;PAU;03:00:02;00:00:00;0;0;EQUALIZACAO_4X_C20;2,667;0;;;;;;;;;;;;;;;
18/11/2022 19:30;4;PAU;03:00:02;00:00:00;0;0;EQUALIZACAO_4X_C20;2,667;0;1,19361;0;0;1,19361;3,182045;3,182045;0;0;;;;;;;
18/11/2022 20:30;4;PAU;04:00:02;01:00:00;0;0;EQUALIZACAO_4X_C20;2,095;0;1,19361;0;0;1,19361;3,182045;3,182045;0;0;;;;;;;
18/11/2022 21:30;4;PAU;05:00:02;01:59:59;0;0;EQUALIZACAO_4X_C20;2,088;0;1,19361;0;0;1,19361;3,182045;3,182045;0;0;;;;;;;
18/11/2022 22:30;4;PAU;06:00:02;03:00:00;0;0;EQUALIZACAO_4X_C20;2,092;0;1,19361;0;0;1,19361;3,182045;3,182045;0;0;;;;;;;
18/11/2022 23:30;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,093;0;1,19361;0;0;1,19361;3,182045;3,182045;0;0;;;;;;;
18/11/2022 23:30;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,093;0;1,19361;0;0;1,19361;3,182045;3,182045;0;0;;;;;;;
18/11/2022 23:30;4;PAU;07:00:02;04:00:00;0;0;EQUALIZACAO_4X_C20;2,093;0;;;;;;;;;;;;;;;
18/11/2022 23:30;7;DCH;07:00:03;00:00:00;1;1;EQUALIZACAO_4X_C20;2,084;0;;;;;;;;;;;;;;;
18/11/2022 23:30;7;DCH;07:00:03;00:00:00;1;1;EQUALIZACAO_4X_C20;2,083;-0,239;0;0;0;0;3,182045;3,182045;0;0;;;;;;;
18/11/2022 23:32;7;DCH;07:02:03;00:02:00;1;1;EQUALIZACAO_4X_C20;2,049;-0,237;0;0,007923;0,007923;-0,007923;3,165733;3,182045;0,016312;0,016312;;;;;;;
18/11/2022 23:34;7;DCH;07:04:03;00:04:00;1;1;EQUALIZACAO_4X_C20;2,047;-0,238;0;0,015839;0,015839;-0,015839;3,149529;3,182045;0,032516;0,032516;;;;;;;
18/11/2022 23:36;7;DCH;07:06:03;00:06:00;1;1;EQUALIZACAO_4X_C20;2,050;-0,238;0;0,023757;0,023757;-0,023757;3,133307;3,182045;0,048738;0,048738;;;;;;;
18/11/2022 23:38;7;DCH;07:08:03;00:08:00;1;1;EQUALIZACAO_4X_C20;2,052;-0,237;0;0,031663;0,031663;-0,031663;3,117094;3,182045;0,064951;0,064951;;;;;;;
18/11/2022 23:40;7;DCH;07:10:03;00:09:59;1;1;EQUALIZACAO_4X_C20;2,053;-0,237;0;0,039572;0,039572;-0,039572;3,100859;3,182045;0,081186;0,081186;;;;;;;
18/11/2022 23:42;7;DCH;07:12:03;00:12:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,238;0;0,047501;0,047501;-0,047501;3,084576;3,182045;0,097469;0,097469;;;;;;;
18/11/2022 23:44;7;DCH;07:14:03;00:14:00;1;1;EQUALIZACAO_4X_C20;2,055;-0,237;0;0,05541;0,05541;-0,05541;3,068325;3,182045;0,11372;0,11372;;;;;;;
18/11/2022 23:46;7;DCH;07:16:03;00:16:00;1;1;EQUALIZACAO_4X_C20;2,055;-0,238;0;0,063336;0,063336;-0,063336;3,052037;3,182045;0,130008;0,130008;;;;;;;
18/11/2022 23:48;7;DCH;07:18:03;00:18:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,237;0;0,071251;0,071251;-0,071251;3,035767;3,182045;0,146278;0,146278;;;;;;;
18/11/2022 23:50;7;DCH;07:20:03;00:20:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,238;0;0,079155;0,079155;-0,079155;3,019516;3,182045;0,162529;0,162529;;;;;;;
18/11/2022 23:52;7;DCH;07:22:03;00:22:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,238;0;0,08709;0,08709;-0,08709;3,0032;3,182045;0,178845;0,178845;;;;;;;
18/11/2022 23:54;7;DCH;07:24:03;00:24:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,094997;0,094997;-0,094997;2,986939;3,182045;0,195106;0,195106;;;;;;;
18/11/2022 23:56;7;DCH;07:26:03;00:26:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,102922;0,102922;-0,102922;2,970641;3,182045;0,211404;0,211404;;;;;;;
18/11/2022 23:58;7;DCH;07:28:03;00:28:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,11084;0,11084;-0,11084;2,954354;3,182045;0,227691;0,227691;;;;;;;
19/11/2022 00:00;7;DCH;07:30:03;00:30:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,118748;0,118748;-0,118748;2,938086;3,182045;0,243959;0,243959;;;;;;;
19/11/2022 00:02;7;DCH;07:32:03;00:32:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,12666;0,12666;-0,12666;2,92181;3,182045;0,260235;0,260235;;;;;;;
19/11/2022 00:04;7;DCH;07:34:03;00:34:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,134589;0,134589;-0,134589;2,905499;3,182045;0,276546;0,276546;;;;;;;
19/11/2022 00:06;7;DCH;07:36:03;00:36:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,142491;0,142491;-0,142491;2,889242;3,182045;0,292803;0,292803;;;;;;;
19/11/2022 00:08;7;DCH;07:38:03;00:38:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,15041;0,15041;-0,15041;2,87295;3,182045;0,309095;0,309095;;;;;;;
19/11/2022 00:10;7;DCH;07:40:03;00:40:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,158326;0,158326;-0,158326;2,856663;3,182045;0,325382;0,325382;;;;;;;
19/11/2022 00:12;7;DCH;07:42:03;00:42:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,166252;0,166252;-0,166252;2,840355;3,182045;0,34169;0,34169;;;;;;;
19/11/2022 00:14;7;DCH;07:44:03;00:44:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,174158;0,174158;-0,174158;2,82409;3,182045;0,357955;0,357955;;;;;;;
19/11/2022 00:16;7;DCH;07:46:03;00:46:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,182089;0,182089;-0,182089;2,807771;3,182045;0,374274;0,374274;;;;;;;
19/11/2022 00:18;7;DCH;07:48:03;00:48:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,189993;0,189993;-0,189993;2,791511;3,182045;0,390534;0,390534;;;;;;;
19/11/2022 00:20;7;DCH;07:50:03;00:50:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,197917;0,197917;-0,197917;2,775206;3,182045;0,406839;0,406839;;;;;;;
19/11/2022 00:22;7;DCH;07:52:03;00:52:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,205823;0,205823;-0,205823;2,75894;3,182045;0,423105;0,423105;;;;;;;
19/11/2022 00:24;7;DCH;07:54:03;00:54:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,213753;0,213753;-0,213753;2,742627;3,182045;0,439418;0,439418;;;;;;;
19/11/2022 00:26;7;DCH;07:56:03;00:56:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,221656;0,221656;-0,221656;2,726367;3,182045;0,455678;0,455678;;;;;;;
19/11/2022 00:28;7;DCH;07:58:03;00:58:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,229582;0,229582;-0,229582;2,710061;3,182045;0,471984;0,471984;;;;;;;
19/11/2022 00:30;7;DCH;08:00:03;01:00:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,237502;0,237502;-0,237502;2,693768;3,182045;0,488277;0,488277;;;;;;;
19/11/2022 00:32;7;DCH;08:02:03;01:02:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,245407;0,245407;-0,245407;2,677507;3,182045;0,504538;0,504538;;;;;;;
19/11/2022 00:34;7;DCH;08:04:03;01:04:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,253337;0,253337;-0,253337;2,661195;3,182045;0,52085;0,52085;;;;;;;
19/11/2022 00:36;7;DCH;08:06:03;01:06:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,26124;0,26124;-0,26124;2,644938;3,182045;0,537107;0,537107;;;;;;;
19/11/2022 00:38;7;DCH;08:08:03;01:07:59;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,269164;0,269164;-0,269164;2,628641;3,182045;0,553404;0,553404;;;;;;;
19/11/2022 00:40;7;DCH;08:10:03;01:09:59;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,27708;0,27708;-0,27708;2,612358;3,182045;0,569687;0,569687;;;;;;;
19/11/2022 00:42;7;DCH;08:12:03;01:12:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,237;0;0,284997;0,284997;-0,284997;2,596076;3,182045;0,585969;0,585969;;;;;;;
19/11/2022 00:44;7;DCH;08:14:03;01:14:00;1;1;EQUALIZACAO_4X_C20;2,057;-0,238;0;0,292915;0,292915;-0,292915;2,579792;3,182045;0,602253;0,602253;;;;;;;
19/11/2022 00:46;7;DCH;08:16:03;01:15:59;1;1;EQUALIZACAO_4X_C20;2,056;-0,237;0;0,300832;0,300832;-0,300832;2,563511;3,182045;0,618534;0,618534;;;;;;;
19/11/2022 00:48;7;DCH;08:18:03;01:18:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,238;0;0,308752;0,308752;-0,308752;2,547225;3,182045;0,63482;0,63482;;;;;;;
19/11/2022 00:50;7;DCH;08:20:03;01:20:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,238;0;0,316663;0,316663;-0,316663;2,530958;3,182045;0,651087;0,651087;;;;;;;
19/11/2022 00:52;7;DCH;08:22:03;01:22:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,237;0;0,324589;0,324589;-0,324589;2,514661;3,182045;0,667384;0,667384;;;;;;;
19/11/2022 00:54;7;DCH;08:24:03;01:24:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,237;0;0,3325;0,3325;-0,3325;2,498396;3,182045;0,683649;0,683649;;;;;;;
19/11/2022 00:56;7;DCH;08:26:03;01:26:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,237;0;0,340419;0,340419;-0,340419;2,482115;3,182045;0,69993;0,69993;;;;;;;
19/11/2022 00:58;7;DCH;08:28:03;01:28:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,237;0;0,348333;0,348333;-0,348333;2,465846;3,182045;0,716199;0,716199;;;;;;;
19/11/2022 01:00;7;DCH;08:30:03;01:30:00;1;1;EQUALIZACAO_4X_C20;2,056;-0,237;0;0,356253;0,356253;-0,356253;2,449565;3,182045;0,73248;0,73248;;;;;;;
19/11/2022 01:02;7;DCH;08:32:03;01:32:00;1;1;EQUALIZACAO_4X_C20;2,055;-0,237;0;0,364169;0,364169;-0,364169;2,433294;3,182045;0,748751;0,748751;;;;;;;
19/11/2022 01:04;7;DCH;08:34:03;01:34:00;1;1;EQUALIZACAO_4X_C20;2,055;-0,237;0;0,372083;0,372083;-0,372083;2,417028;3,182045;0,765017;0,765017;;;;;;;
19/11/2022 01:06;7;DCH;08:36:03;01:35:59;1;1;EQUALIZACAO_4X_C20;2,055;-0,238;0;0,379995;0,379995;-0,379995;2,400767;3,182045;0,781278;0,781278;;;;;;;
19/11/2022 01:08;7;DCH;08:38:03;01:38:00;1;1;EQUALIZACAO_4X_C20;2,055;-0,237;0;0,387908;0,387908;-0,387908;2,384506;3,182045;0,797539;0,797539;;;;;;;
19/11/2022 01:10;7;DCH;08:40:03;01:40:00;1;1;EQUALIZACAO_4X_C20;2,055;-0,237;0;0,395826;0,395826;-0,395826;2,368236;3,182045;0,813809;0,813809;;;;;;;
19/11/2022 01:12;7;DCH;08:42:03;01:41:59;1;1;EQUALIZACAO_4X_C20;2,055;-0,238;0;0,403736;0,403736;-0,403736;2,351983;3,182045;0,830062;0,830062;;;;;;;
19/11/2022 01:14;7;DCH;08:44:03;01:44:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,237;0;0,411659;0,411659;-0,411659;2,335704;3,182045;0,846341;0,846341;;;;;;;
19/11/2022 01:16;7;DCH;08:46:03;01:46:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,238;0;0,419573;0,419573;-0,419573;2,319446;3,182045;0,862599;0,862599;;;;;;;
19/11/2022 01:18;7;DCH;08:48:03;01:48:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,237;0;0,427497;0,427497;-0,427497;2,303169;3,182045;0,878876;0,878876;;;;;;;
19/11/2022 01:20;7;DCH;08:50:03;01:50:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,237;0;0,435405;0,435405;-0,435405;2,286923;3,182045;0,895122;0,895122;;;;;;;
19/11/2022 01:22;7;DCH;08:52:03;01:52:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,238;0;0,44333;0,44333;-0,44333;2,270645;3,182045;0,9114;0,9114;;;;;;;
19/11/2022 01:24;7;DCH;08:54:03;01:54:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,238;0;0,451237;0,451237;-0,451237;2,254406;3,182045;0,927639;0,927639;;;;;;;
19/11/2022 01:26;7;DCH;08:56:03;01:56:00;1;1;EQUALIZACAO_4X_C20;2,054;-0,238;0;0,459158;0,459158;-0,459158;2,238139;3,182045;0,943906;0,943906;;;;;;;
19/11/2022 01:28;7;DCH;08:58:03;01:57:59;1;1;EQUALIZACAO_4X_C20;2,053;-0,237;0;0,467077;0,467077;-0,467077;2,221876;3,182045;0,960169;0,960169;;;;;;;
19/11/2022 01:30;7;DCH;09:00:03;02:00:00;1;1;EQUALIZACAO_4X_C20;2,053;-0,238;0;0,474996;0,474996;-0,474996;2,205616;3,182045;0,976429;0,976429;;;;;;;
19/11/2022 01:32;7;DCH;09:02:03;02:02:00;1;1;EQUALIZACAO_4X_C20;2,053;-0,237;0;0,482904;0,482904;-0,482904;2,18938;3,182045;0,992665;0,992665;;;;;;;
19/11/2022 01:34;7;DCH;09:04:03;02:04:00;1;1;EQUALIZACAO_4X_C20;2,053;-0,238;0;0,49083;0,49083;-0,49083;2,173107;3,182045;1,008938;1,008938;;;;;;;
19/11/2022 01:36;7;DCH;09:06:03;02:06:00;1;1;EQUALIZACAO_4X_C20;2,053;-0,237;0;0,498752;0,498752;-0,498752;2,156844;3,182045;1,025201;1,025201;;;;;;;
19/11/2022 01:38;7;DCH;09:08:03;02:08:00;1;1;EQUALIZACAO_4X_C20;2,053;-0,237;0;0,506654;0,506654;-0,506654;2,140622;3,182045;1,041423;1,041423;;;;;;;
19/11/2022 01:40;7;DCH;09:10:03;02:10:00;1;1;EQUALIZACAO_4X_C20;2,053;-0,238;0;0,514578;0,514578;-0,514578;2,124357;3,182045;1,057688;1,057688;;;;;;;
19/11/2022 01:42;7;DCH;09:12:03;02:11:59;1;1;EQUALIZACAO_4X_C20;2,052;-0,237;0;0,522487;0,522487;-0,522487;2,108124;3,182045;1,073921;1,073921;;;;;;;
19/11/2022 01:44;7;DCH;09:14:03;02:14:00;1;1;EQUALIZACAO_4X_C20;2,052;-0,238;0;0,530419;0,530419;-0,530419;2,091845;3,182045;1,0902;1,0902;;;;;;;
19/11/2022 01:46;7;DCH;09:16:03;02:15:59;1;1;EQUALIZACAO_4X_C20;2,052;-0,237;0;0,538321;0,538321;-0,538321;2,07563;3,182045;1,106415;1,106415;;;;;;;
19/11/2022 01:48;7;DCH;09:18:03;02:17:59;1;1;EQUALIZACAO_4X_C20;2,052;-0,237;0;0,546244;0,546244;-0,546244;2,059372;3,182045;1,122672;1,122672;;;;;;;
19/11/2022 01:50;7;DCH;09:20:03;02:20:00;1;1;EQUALIZACAO_4X_C20;2,052;-0,237;0;0,554164;0,554164;-0,554164;2,043121;3,182045;1,138924;1,138924;;;;;;;
19/11/2022 01:52;7;DCH;09:22:03;02:21:59;1;1;EQUALIZACAO_4X_C20;2,052;-0,237;0;0,56207;0,56207;-0,56207;2,026902;3,182045;1,155143;1,155143;;;;;;;
19/11/2022 01:54;7;DCH;09:24:03;02:24:00;1;1;EQUALIZACAO_4X_C20;2,051;-0,238;0;0,569988;0,569988;-0,569988;2,010657;3,182045;1,171388;1,171388;;;;;;;
19/11/2022 01:56;7;DCH;09:26:03;02:26:00;1;1;EQUALIZACAO_4X_C20;2,051;-0,238;0;0,577907;0,577907;-0,577907;1,994413;3,182045;1,187632;1,187632;;;;;;;
19/11/2022 01:58;7;DCH;09:28:03;02:28:00;1;1;EQUALIZACAO_4X_C20;2,051;-0,238;0;0,585828;0,585828;-0,585828;1,978165;3,182045;1,20388;1,20388;;;;;;;
19/11/2022 02:00;7;DCH;09:30:03;02:30:00;1;1;EQUALIZACAO_4X_C20;2,051;-0,237;0;0,593739;0,593739;-0,593739;1,96194;3,182045;1,220105;1,220105;;;;;;;
19/11/2022 02:02;7;DCH;09:32:03;02:32:00;1;1;EQUALIZACAO_4X_C20;2,051;-0,237;0;0,601657;0,601657;-0,601657;1,945702;3,182045;1,236343;1,236343;;;;;;;
19/11/2022 02:04;7;DCH;09:34:03;02:34:00;1;1;EQUALIZACAO_4X_C20;2,051;-0,237;0;0,609571;0,609571;-0,609571;1,929472;3,182045;1,252573;1,252573;;;;;;;
19/11/2022 02:06;7;DCH;09:36:03;02:36:00;1;1;EQUALIZACAO_4X_C20;2,050;-0,238;0;0,617498;0,617498;-0,617498;1,913218;3,182045;1,268827;1,268827;;;;;;;
19/11/2022 02:08;7;DCH;09:38:03;02:38:00;1;1;EQUALIZACAO_4X_C20;2,050;-0,238;0;0,625411;0,625411;-0,625411;1,896993;3,182045;1,285052;1,285052;;;;;;;
19/11/2022 02:10;7;DCH;09:40:03;02:40:00;1;1;EQUALIZACAO_4X_C20;2,050;-0,237;0;0,633314;0,633314;-0,633314;1,880792;3,182045;1,301253;1,301253;;;;;;;
19/11/2022 02:12;7;DCH;09:42:03;02:42:00;1;1;EQUALIZACAO_4X_C20;2,050;-0,238;0;0,641246;0,641246;-0,641246;1,86453;3,182045;1,317515;1,317515;;;;;;;
19/11/2022 02:14;7;DCH;09:44:03;02:44:00;1;1;EQUALIZACAO_4X_C20;2,050;-0,237;0;0,649166;0,649166;-0,649166;1,848297;3,182045;1,333748;1,333748;;;;;;;
19/11/2022 02:16;7;DCH;09:46:03;02:46:00;1;1;EQUALIZACAO_4X_C20;2,050;-0,238;0;0,657083;0,657083;-0,657083;1,832069;3,182045;1,349976;1,349976;;;;;;;
19/11/2022 02:18;7;DCH;09:48:03;02:48:00;1;1;EQUALIZACAO_4X_C20;2,049;-0,237;0;0,665;0,665;-0,665;1,815844;3,182045;1,366201;1,366201;;;;;;;
19/11/2022 02:20;7;DCH;09:50:03;02:50:00;1;1;EQUALIZACAO_4X_C20;2,049;-0,238;0;0,672916;0,672916;-0,672916;1,799622;3,182045;1,382423;1,382423;;;;;;;
19/11/2022 02:22;7;DCH;09:52:03;02:52:00;1;1;EQUALIZACAO_4X_C20;2,049;-0,237;0;0,68082;0,68082;-0,68082;1,783426;3,182045;1,398619;1,398619;;;;;;;
19/11/2022 02:24;7;DCH;09:54:03;02:54:00;1;1;EQUALIZACAO_4X_C20;2,049;-0,237;0;0,688742;0,688742;-0,688742;1,767195;3,182045;1,41485;1,41485;;;;;;;
19/11/2022 02:26;7;DCH;09:56:03;02:56:00;1;1;EQUALIZACAO_4X_C20;2,049;-0,237;0;0,696654;0,696654;-0,696654;1,750983;3,182045;1,431062;1,431062;;;;;;;
19/11/2022 02:28;7;DCH;09:58:03;02:58:00;1;1;EQUALIZACAO_4X_C20;2,048;-0,238;0;0,704581;0,704581;-0,704581;1,734745;3,182045;1,4473;1,4473;;;;;;;
19/11/2022 02:30;7;DCH;10:00:03;03:00:00;1;1;EQUALIZACAO_4X_C20;2,048;-0,237;0;0,712495;0,712495;-0,712495;1,718533;3,182045;1,463512;1,463512;;;;;;;
19/11/2022 02:32;7;DCH;10:02:03;03:02:00;1;1;EQUALIZACAO_4X_C20;2,048;-0,238;0;0,720402;0,720402;-0,720402;1,702338;3,182045;1,479707;1,479707;;;;;;;
19/11/2022 02:34;7;DCH;10:04:03;03:04:00;1;1;EQUALIZACAO_4X_C20;2,048;-0,238;0;0,728316;0,728316;-0,728316;1,686129;3,182045;1,495916;1,495916;;;;;;;
19/11/2022 02:36;7;DCH;10:06:03;03:06:00;1;1;EQUALIZACAO_4X_C20;2,048;-0,237;0;0,736239;0,736239;-0,736239;1,669905;3,182045;1,51214;1,51214;;;;;;;
19/11/2022 02:38;7;DCH;10:08:03;03:08:00;1;1;EQUALIZACAO_4X_C20;2,048;-0,237;0;0,744164;0,744164;-0,744164;1,653676;3,182045;1,528369;1,528369;;;;;;;
19/11/2022 02:40;7;DCH;10:10:03;03:10:00;1;1;EQUALIZACAO_4X_C20;2,047;-0,238;0;0,75207;0,75207;-0,75207;1,637487;3,182045;1,544558;1,544558;;;;;;;
19/11/2022 02:42;7;DCH;10:12:03;03:12:00;1;1;EQUALIZACAO_4X_C20;2,047;-0,237;0;0,759991;0,759991;-0,759991;1,62127;3,182045;1,560775;1,560775;;;;;;;
19/11/2022 02:44;7;DCH;10:14:03;03:14:00;1;1;EQUALIZACAO_4X_C20;2,047;-0,238;0;0,767908;0,767908;-0,767908;1,605062;3,182045;1,576983;1,576983;;;;;;;
19/11/2022 02:46;7;DCH;10:16:03;03:16:00;1;1;EQUALIZACAO_4X_C20;2,047;-0,237;0;0,775826;0,775826;-0,775826;1,588853;3,182045;1,593192;1,593192;;;;;;;
19/11/2022 02:48;7;DCH;10:18:03;03:18:00;1;1;EQUALIZACAO_4X_C20;2,047;-0,238;0;0,783746;0,783746;-0,783746;1,572643;3,182045;1,609402;1,609402;;;;;;;
19/11/2022 02:50;7;DCH;10:20:03;03:19:59;1;1;EQUALIZACAO_4X_C20;2,047;-0,238;0;0,791658;0,791658;-0,791658;1,55645;3,182045;1,625595;1,625595;;;;;;;
19/11/2022 02:52;7;DCH;10:22:03;03:22:00;1;1;EQUALIZACAO_4X_C20;2,046;-0,237;0;0,799564;0,799564;-0,799564;1,540269;3,182045;1,641776;1,641776;;;;;;;
19/11/2022 02:54;7;DCH;10:24:03;03:23:59;1;1;EQUALIZACAO_4X_C20;2,046;-0,238;0;0,807483;0,807483;-0,807483;1,524067;3,182045;1,657978;1,657978;;;;;;;
19/11/2022 02:56;7;DCH;10:26:03;03:26:00;1;1;EQUALIZACAO_4X_C20;2,046;-0,237;0;0,815413;0,815413;-0,815413;1,507841;3,182045;1,674204;1,674204;;;;;;;
19/11/2022 02:58;7;DCH;10:28:03;03:28:00;1;1;EQUALIZACAO_4X_C20;2,046;-0,237;0;0,823317;0,823317;-0,823317;1,491669;3,182045;1,690376;1,690376;;;;;;;
19/11/2022 03:00;7;DCH;10:30:03;03:29:59;1;1;EQUALIZACAO_4X_C20;2,046;-0,238;0;0,83124;0,83124;-0,83124;1,47546;3,182045;1,706585;1,706585;;;;;;;
