Measurement ID;7538;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;Channel0260101;Channel0270101;;;;xx;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];[V1];[V1];;;;xx;;Duração;Corrente;;;;;
;;21/11/2022 23:09:00;8;CHA;127:26:02;04:00:00;3;1;EQUALIZACAO_4X_C20;2,658816;1,199652;4,798747;4,849739;4,79877;-0,050992;22,918084;52,11314;29,195056;10,913564;-0,797632;-2,523494;;;;;;;;;;;;
;;21/11/2022 23:24:00;8;CHA;127:41:02;04:15:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,726697;5,038513;4,849739;5,038536;0,188773;23,558107;52,753164;29,195056;11,553588;-2,21169;1,081019;;;;;;;;;;;;
;;21/11/2022 23:39:00;8;CHA;127:56:02;04:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,489158;5,186554;4,849739;5,186577;0,336815;23,953375;53,148432;29,195056;11,948856;-2,180078;1,333432;;;;;;;;;;;;
;;21/11/2022 23:54:00;8;CHA;128:11:02;04:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,373932;5,293048;4,849739;5,293071;0,443309;24,237714;53,43277;29,195056;12,233194;1,530445;-0,081104;;;;;;;;;;;;
;;22/11/2022 00:09:00;8;CHA;128:26:02;05:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,30384;5,377195;4,849739;5,377217;0,527455;24,462384;53,657441;29,195056;12,457865;1,407032;0,156301;;;;;;;;;;;;
;;22/11/2022 00:24:00;8;CHA;128:41:02;05:15:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,255863;5,44691;4,849739;5,446932;0,59717;24,648523;53,843579;29,195056;12,644003;-2,168423;1,461954;;;;;;;;;;;;
;;22/11/2022 00:39:00;8;CHA;128:56:02;05:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,220839;5,506396;4,849739;5,506419;0,656657;24,807351;54,002407;29,195056;12,802831;2,53946;-0,680606;;;;;;;;;;;;
;;22/11/2022 00:54:00;8;CHA;129:11:02;05:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,194661;5,558248;4,849739;5,558271;0,708509;24,945796;54,140852;29,195056;12,941276;2,547283;-0,45709;;;;;;;;;;;;
;;22/11/2022 01:09:00;8;CHA;129:26:02;06:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,17408;5,604236;4,849739;5,604259;0,754497;25,068583;54,26364;29,195056;13,064064;1,054037;1,147275;;;;;;;;;;;;
;;22/11/2022 01:24:00;8;CHA;129:41:02;06:15:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,157562;5,645619;4,849739;5,645642;0,79588;25,179074;54,37413;29,195056;13,174554;-1,431779;-2,579373;;;;;;;;;;;;
;;22/11/2022 01:39:00;8;CHA;129:56:02;06:30:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,144608;5,683359;4,849739;5,683381;0,833619;25,279838;54,474895;29,195056;13,275319;-1,312038;0,783902;;;;;;;;;;;;
;;22/11/2022 01:54:00;8;CHA;130:11:02;06:44:59;3;1;EQUALIZACAO_4X_C20;2,669931;0,134318;5,718183;4,849739;5,718206;0,868444;25,37282;54,567877;29,195056;13,3683;-1,252647;-0,094835;;;;;;;;;;;;
;;22/11/2022 02:09:00;8;CHA;130:26:02;07:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,126103;5,750698;4,849739;5,750721;0,900959;25,459634;54,65469;29,195056;13,455114;-1,59303;-1,459559;;;;;;;;;;;;
;;22/11/2022 02:24:00;8;CHA;130:41:02;07:15:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,119333;5,781355;4,849739;5,781378;0,931615;25,541487;54,736543;29,195056;13,536967;-1,713409;-1,921758;;;;;;;;;;;;
;;22/11/2022 02:39:00;8;CHA;130:56:02;07:30:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,113737;5,810453;4,849739;5,810476;0,960714;25,619179;54,814236;29,195056;13,61466;2,500344;0,890551;;;;;;;;;;;;
;;22/11/2022 02:54:00;8;CHA;131:11:02;07:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,109088;5,83828;4,849739;5,838303;0,988541;25,693478;54,888534;29,195056;13,688958;1,187348;1,082136;;;;;;;;;;;;
;;22/11/2022 03:09:00;8;CHA;131:26:02;08:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,105342;5,865028;4,849739;5,865051;1,015289;25,764894;54,95995;29,195056;13,760374;1,20044;-0,231658;;;;;;;;;;;;
;;22/11/2022 03:24:00;8;CHA;131:41:02;08:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,101686;5,890875;4,849739;5,890898;1,041136;25,833906;55,028962;29,195056;13,829386;-2,1424;1,318424;;;;;;;;;;;;
;;22/11/2022 03:39:00;8;CHA;131:56:02;08:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,098798;5,915942;4,849739;5,915965;1,066202;25,900832;55,095889;29,195056;13,896313;-2,125796;1,487179;;;;;;;;;;;;
;;22/11/2022 03:54:00;8;CHA;132:11:02;08:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,09627;5,940331;4,849739;5,940354;1,090592;25,965953;55,161009;29,195056;13,961433;1,369514;2,859726;;;;;;;;;;;;
;;22/11/2022 04:09:00;8;CHA;132:26:02;09:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,094013;5,964098;4,849739;5,964121;1,114359;26,029409;55,224465;29,195056;14,024889;-0,148159;0,602375;;;;;;;;;;;;
;;22/11/2022 04:24:00;8;CHA;132:41:02;09:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,091712;5,987318;4,849739;5,987341;1,137579;26,091406;55,286462;29,195056;14,086886;1,540024;1,620011;;;;;;;;;;;;
;;22/11/2022 04:39:00;8;CHA;132:56:02;09:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,090132;6,010036;4,849739;6,010059;1,160297;26,152063;55,347119;29,195056;14,147543;1,221514;2,791075;;;;;;;;;;;;
;;22/11/2022 04:54:00;8;CHA;133:11:02;09:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,088011;6,03227;4,849739;6,032293;1,182531;26,211429;55,406485;29,195056;14,206909;0,619778;2,422114;;;;;;;;;;;;
;;22/11/2022 05:09:00;8;CHA;133:26:02;10:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,086476;6,054095;4,849739;6,054118;1,204356;26,269699;55,464756;29,195056;14,26518;1,225506;0,077432;;;;;;;;;;;;
;;22/11/2022 05:24:00;8;CHA;133:41:02;10:15:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,084942;6,075522;4,849739;6,075545;1,225783;26,326911;55,521967;29,195056;14,322391;0,644524;2,680115;;;;;;;;;;;;
;;22/11/2022 05:39:00;8;CHA;133:56:02;10:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,083813;6,096608;4,849739;6,09663;1,246868;26,383208;55,578264;29,195056;14,378688;1,970931;2,479749;;;;;;;;;;;;
;;22/11/2022 05:54:00;8;CHA;134:11:02;10:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,082324;6,117363;4,849739;6,117386;1,267624;26,438626;55,633682;29,195056;14,434106;0,947228;2,811191;;;;;;;;;;;;
;;22/11/2022 06:09:00;8;CHA;134:26:02;11:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,081602;6,137852;4,849739;6,137875;1,288112;26,493329;55,688386;29,195056;14,488809;-1,155258;-2,81183;;;;;;;;;;;;
;;22/11/2022 06:24:00;8;CHA;134:41:02;11:15:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,080699;6,15809;4,849739;6,158113;1,308351;26,547366;55,742423;29,195056;14,542847;-1,498993;-2,512319;;;;;;;;;;;;
;;22/11/2022 06:39:00;8;CHA;134:56:02;11:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,079932;6,178138;4,849739;6,178161;1,328399;26,600894;55,79595;29,195056;14,596374;0,372473;-1,389311;;;;;;;;;;;;
;;22/11/2022 06:54:00;8;CHA;135:11:02;11:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,07921;6,198025;4,849739;6,198047;1,348285;26,65399;55,849047;29,195056;14,64947;-2,186784;0,990814;;;;;;;;;;;;
;;22/11/2022 07:09:00;8;CHA;135:26:02;12:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078758;6,217785;4,849739;6,217808;1,368046;26,706752;55,901808;29,195056;14,702232;0,826051;2,888464;;;;;;;;;;;;
;;22/11/2022 07:24:00;8;CHA;135:41:02;12:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078533;6,237433;4,849739;6,237455;1,387693;26,759209;55,954265;29,195056;14,754689;2,692408;-0,506902;;;;;;;;;;;;
;;22/11/2022 07:39:00;8;CHA;135:56:02;12:30:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078126;6,256999;4,849739;6,257022;1,407259;26,81145;56,006507;29,195056;14,806931;2,079336;2,074866;;;;;;;;;;;;
;;22/11/2022 07:54:00;8;CHA;136:11:02;12:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,077901;6,276489;4,849739;6,276512;1,42675;26,863491;56,058547;29,195056;14,858971;2,701988;-0,00942;;;;;;;;;;;;
;;22/11/2022 08:09:00;8;CHA;136:26:02;13:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,07754;6,295896;4,849739;6,295918;1,446156;26,915305;56,110361;29,195056;14,910785;-2,15597;1,526613;;;;;;;;;;;;
;;22/11/2022 08:24:00;8;CHA;136:41:02;13:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,077585;6,315269;4,849739;6,315292;1,46553;26,967031;56,162088;29,195056;14,962511;-2,042616;1,750129;;;;;;;;;;;;
;;22/11/2022 08:39:00;8;CHA;136:56:02;13:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,077856;6,334664;4,849739;6,334687;1,484925;27,018816;56,213873;29,195056;15,014297;1,131629;2,760581;;;;;;;;;;;;
;;22/11/2022 08:54:00;8;CHA;137:11:02;13:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,077449;6,354071;4,849739;6,354094;1,504332;27,070632;56,265688;29,195056;15,066112;-2,13314;1,140729;;;;;;;;;;;;
;;22/11/2022 09:09:00;8;CHA;137:26:02;14:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,077449;6,373468;4,849739;6,373491;1,523729;27,122422;56,317478;29,195056;15,117902;-0,913861;-1,468659;;;;;;;;;;;;
;;22/11/2022 09:24:00;8;CHA;137:41:02;14:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,07754;6,392879;4,849739;6,392902;1,543139;27,174248;56,369305;29,195056;15,169728;1,373026;2,93636;;;;;;;;;;;;
;;22/11/2022 09:39:00;8;CHA;137:56:02;14:29:59;3;1;EQUALIZACAO_4X_C20;2,670042;0,077675;6,412275;4,849739;6,412298;1,562536;27,226036;56,421093;29,195056;15,221517;-2,269484;0,939725;;;;;;;;;;;;
;;22/11/2022 09:54:00;8;CHA;138:11:02;14:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,077765;6,431683;4,849739;6,431706;1,581944;27,277856;56,472912;29,195056;15,273336;1,332953;2,980904;;;;;;;;;;;;
;;22/11/2022 10:09:00;8;CHA;138:26:02;15:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,077675;6,451084;4,849739;6,451107;1,601345;27,329656;56,524712;29,195056;15,325136;2,842643;-0,218247;;;;;;;;;;;;
;;22/11/2022 10:24:00;8;CHA;138:41:02;15:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,077585;6,470504;4,849739;6,470527;1,620765;27,381508;56,576564;29,195056;15,376988;2,769841;-1,059625;;;;;;;;;;;;
;;22/11/2022 10:39:00;8;CHA;138:56:02;15:30:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,075689;6,489934;4,849739;6,489957;1,640195;27,433386;56,628442;29,195056;15,428866;-1,619373;-2,126275;;;;;;;;;;;;
;;22/11/2022 10:54:00;8;CHA;139:11:02;15:44:59;3;1;EQUALIZACAO_4X_C20;2,669931;0,077901;6,509374;4,849739;6,509397;1,659635;27,48529;56,680346;29,195056;15,48077;1,95752;-1,2006;;;;;;;;;;;;
;;22/11/2022 11:09:00;8;CHA;139:26:02;16:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,07781;6,528833;4,849739;6,528856;1,679094;27,537246;56,732302;29,195056;15,532726;-2,21616;-2,063052;;;;;;;;;;;;
;;22/11/2022 11:24:00;8;CHA;139:41:02;16:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078081;6,548319;4,849739;6,548342;1,69858;27,589273;56,784329;29,195056;15,584753;0,010697;-1,107681;;;;;;;;;;;;
;;22/11/2022 11:39:00;8;CHA;139:56:02;16:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078126;6,567836;4,849739;6,567859;1,718097;27,641382;56,836439;29,195056;15,636862;-0,347727;1,848157;;;;;;;;;;;;
;;22/11/2022 11:54:00;8;CHA;140:11:02;16:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078352;6,587394;4,849739;6,587417;1,737655;27,693602;56,888659;29,195056;15,689083;0,69737;0,451502;;;;;;;;;;;;
;;22/11/2022 12:09:00;8;CHA;140:26:02;17:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078397;6,606982;4,849739;6,607005;1,757243;27,745902;56,940958;29,195056;15,741382;-0,042628;2,079496;;;;;;;;;;;;
;;22/11/2022 12:24:00;8;CHA;140:41:02;17:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,077991;6,626602;4,849739;6,626625;1,776863;27,798288;56,993344;29,195056;15,793768;0,019957;-1,669504;;;;;;;;;;;;
;;22/11/2022 12:39:00;8;CHA;140:56:02;17:30:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078352;6,646243;4,849739;6,646266;1,796504;27,850729;57,045785;29,195056;15,846209;-0,025385;1,024022;;;;;;;;;;;;
;;22/11/2022 12:54:00;8;CHA;141:11:02;17:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078533;6,665865;4,849739;6,665888;1,816126;27,903118;57,098174;29,195056;15,898598;0,447191;-0,628718;;;;;;;;;;;;
;;22/11/2022 13:09:00;8;CHA;141:26:02;18:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078533;6,685469;4,849739;6,685492;1,83573;27,955461;57,150517;29,195056;15,950941;-0,025704;-1,000713;;;;;;;;;;;;
;;22/11/2022 13:24:00;8;CHA;141:41:02;18:15:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078307;6,705043;4,849739;6,705066;1,855304;28,007724;57,20278;29,195056;16,003204;0,448628;0,17562;;;;;;;;;;;;
;;22/11/2022 13:39:00;8;CHA;141:56:02;18:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078623;6,724591;4,849739;6,724614;1,874852;28,059917;57,254973;29,195056;16,055397;0,146882;-2,032558;;;;;;;;;;;;
;;22/11/2022 13:54:00;8;CHA;142:11:02;18:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078171;6,744146;4,849739;6,744169;1,894407;28,112128;57,307184;29,195056;16,107608;0,515364;0,157738;;;;;;;;;;;;
;;22/11/2022 14:09:00;8;CHA;142:26:02;19:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,078533;6,763728;4,849739;6,763751;1,913989;28,164412;57,359469;29,195056;16,159892;0,002874;-1,608835;;;;;;;;;;;;
;;22/11/2022 14:24:00;8;CHA;142:41:02;19:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078307;6,783291;4,849739;6,783314;1,933552;28,216645;57,411701;29,195056;16,212125;2,323128;-0,495088;;;;;;;;;;;;
;;22/11/2022 14:39:00;8;CHA;142:56:02;19:29:59;3;1;EQUALIZACAO_4X_C20;2,670042;0,081331;6,802868;4,849739;6,80289;1,953128;28,268913;57,46397;29,195056;16,264393;2,952964;1,754121;;;;;;;;;;;;
;;22/11/2022 14:54:00;8;CHA;143:11:02;19:45:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,080609;6,822557;4,849739;6,82258;1,972818;28,321484;57,51654;29,195056;16,316964;-1,257756;-2,659839;;;;;;;;;;;;
;;22/11/2022 15:09:00;8;CHA;143:26:02;20:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,079661;6,842248;4,849739;6,842271;1,992509;28,374059;57,569115;29,195056;16,369539;0,962396;3,019221;;;;;;;;;;;;
;;22/11/2022 15:24:00;8;CHA;143:41:02;20:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078397;6,861976;4,849739;6,861999;2,012237;28,426733;57,62179;29,195056;16,422213;2,744935;-0,877779;;;;;;;;;;;;
;;22/11/2022 15:39:00;8;CHA;143:56:02;20:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,079074;6,881661;4,849739;6,881684;2,031922;28,479292;57,674348;29,195056;16,474772;0,84042;2,990004;;;;;;;;;;;;
;;22/11/2022 15:54:00;8;CHA;144:11:02;20:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,076998;6,901348;4,849739;6,901371;2,051609;28,531856;57,726912;29,195056;16,527336;0,3787;-0,617862;;;;;;;;;;;;
;;22/11/2022 16:09:00;8;CHA;144:26:02;20:59:59;3;1;EQUALIZACAO_4X_C20;2,669931;0,081466;6,921011;4,849739;6,921034;2,071272;28,584354;57,779411;29,195056;16,579835;0,919129;-0,283386;;;;;;;;;;;;
;;22/11/2022 16:24:00;8;CHA;144:41:02;21:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,078397;6,940616;4,849739;6,940639;2,090877;28,636701;57,831758;29,195056;16,632181;-2,311633;1,121411;;;;;;;;;;;;
;;22/11/2022 16:39:00;8;CHA;144:56:02;21:30:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,077314;6,960158;4,849739;6,960181;2,110419;28,688877;57,883934;29,195056;16,684357;1,079422;0,847923;;;;;;;;;;;;
;;22/11/2022 16:54:00;8;CHA;145:11:02;21:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,076953;6,979603;4,849739;6,979626;2,129864;28,740796;57,935852;29,195056;16,736276;2,129787;-0,304461;;;;;;;;;;;;
;;22/11/2022 17:09:00;8;CHA;145:26:02;22:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,076998;6,998897;4,849739;6,99892;2,149158;28,792309;57,987366;29,195056;16,78779;-1,298148;0,377582;;;;;;;;;;;;
;;22/11/2022 17:24:00;8;CHA;145:41:02;22:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,076231;7,018011;4,849739;7,018033;2,168271;28,843342;58,038399;29,195056;16,838823;-0,629357;0,873308;;;;;;;;;;;;
;;22/11/2022 17:39:00;8;CHA;145:56:02;22:30:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,075825;7,037004;4,849739;7,037027;2,187265;28,894056;58,089112;29,195056;16,889536;1,449181;2,947536;;;;;;;;;;;;
;;22/11/2022 17:54:00;8;CHA;146:11:02;22:45:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,075328;7,055881;4,849739;7,055904;2,206141;28,944455;58,139511;29,195056;16,939935;0,78023;3,04716;;;;;;;;;;;;
;;22/11/2022 18:09:00;8;CHA;146:26:02;23:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,074877;7,074629;4,849739;7,074652;2,22489;28,994514;58,18957;29,195056;16,989994;-2,213925;1,471852;;;;;;;;;;;;
;;22/11/2022 18:24:00;8;CHA;146:41:02;23:15:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,074245;7,093253;4,849739;7,093276;2,243514;29,04424;58,239296;29,195056;17,03972;2,595339;-0,595191;;;;;;;;;;;;
;;22/11/2022 18:39:00;8;CHA;146:56:02;23:30:00;3;1;EQUALIZACAO_4X_C20;2,670042;0,073117;7,111761;4,849739;7,111784;2,262022;29,093655;58,288711;29,195056;17,089135;-0,51728;2,675964;;;;;;;;;;;;
;;22/11/2022 18:54:00;8;CHA;147:11:02;23:44:59;3;1;EQUALIZACAO_4X_C20;2,670042;0,073252;7,130161;4,849739;7,130184;2,280422;29,142783;58,33784;29,195056;17,138263;1,798345;2,857491;;;;;;;;;;;;
;;22/11/2022 19:09:00;8;CHA;147:26:02;24:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,072665;7,148432;4,849739;7,148455;2,298693;29,191566;58,386622;29,195056;17,187046;1,85151;-0,645163;;;;;;;;;;;;
;;22/11/2022 19:09:00;8;CHA;147:26:02;24:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,072801;7,148438;4,849739;7,148461;2,298699;29,191582;58,386638;29,195056;17,187062;1,85151;-0,645163;;;;;;;;;;;;
;;22/11/2022 19:09:00;8;CHA;147:26:02;24:00:00;3;1;EQUALIZACAO_4X_C20;2,669931;0,072801;;;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 19:09:01;9;PAU;147:26:02;00:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0;;;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 19:09:01;9;PAU;147:26:02;00:00:00;3;1;EQUALIZACAO_4X_C20;2,670042;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;1,176173;-0,144487;;;;;;;;;;;;
;;22/11/2022 20:09:01;9;PAU;148:26:02;01:00:00;3;1;EQUALIZACAO_4X_C20;2,185893;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;2,50721;-1,275956;;;;;;;;;;;;
;;22/11/2022 21:09:01;9;PAU;149:26:02;01:59:59;3;1;EQUALIZACAO_4X_C20;2,155106;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;2,589112;-1,016838;;;;;;;;;;;;
;;22/11/2022 22:09:01;9;PAU;150:26:02;03:00:00;3;1;EQUALIZACAO_4X_C20;2,134989;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;-2,116536;1,612348;;;;;;;;;;;;
;;22/11/2022 23:09:01;9;PAU;151:26:02;04:00:00;3;1;EQUALIZACAO_4X_C20;2,120651;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;2,64547;-1,036794;;;;;;;;;;;;
;;22/11/2022 23:09:01;9;PAU;151:26:02;04:00:00;3;1;EQUALIZACAO_4X_C20;2,120651;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;2,623438;-1,030728;;;;;;;;;;;;
;;22/11/2022 23:09:01;9;PAU;151:26:02;04:00:00;3;1;EQUALIZACAO_4X_C20;2,120651;0;;;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:09:01;10;PAU;151:26:02;00:00:00;3;1;EQUALIZACAO_4X_C20;2,120651;0;;;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:09:01;10;PAU;151:26:02;00:00:00;3;1;EQUALIZACAO_4X_C20;2,120651;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;2,623438;-1,030728;;;;;;;;;;;;
;;22/11/2022 23:09:02;10;PAU;151:26:03;00:00:01;3;1;EQUALIZACAO_4X_C20;2,120651;0;7,148438;4,849739;0;2,298699;29,191582;58,386638;29,195056;0;2,579214;-1,096824;;;;;;;;;;;;
;;22/11/2022 23:09:02;10;PAU;151:26:03;00:00:01;3;1;EQUALIZACAO_4X_C20;2,120651;0;;;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:09:03;7;DCH;151:26:03;00:00:00;4;1;EQUALIZACAO_4X_C20;2,113867;0;;;;;;;;;;;;;;;;;;;;;;
;;22/11/2022 23:09:03;7;DCH;151:26:03;00:00:00;4;1;EQUALIZACAO_4X_C20;2,112644;-0,243368;0;0;0;0;29,191582;58,386638;29,195056;0;2,561013;-1,018753;;;;;;;;;;;;
;;22/11/2022 23:11:03;7;DCH;151:28:03;00:02:00;4;1;EQUALIZACAO_4X_C20;2,06274;-0,242465;0;0,008079;0,008079;-0,008079;29,174759;58,386638;29,211879;0,016822;-0,509776;-2,341967;;;;;;;;;;;;
;;22/11/2022 23:13:03;7;DCH;151:30:03;00:04:00;4;1;EQUALIZACAO_4X_C20;2,048736;-0,24242;0;0,016168;0,016168;-0,016168;29,15815;58,386638;29,228488;0,033432;-0,559428;0,829084;;;;;;;;;;;;
;;22/11/2022 23:15:03;7;DCH;151:32:03;00:06:00;4;1;EQUALIZACAO_4X_C20;2,05496;-0,242465;0;0,024237;0,024237;-0,024237;29,141599;58,386638;29,245039;0,049982;-1,916489;1,134183;;;;;;;;;;;;
;;22/11/2022 23:17:03;7;DCH;151:34:03;00:08:00;4;1;EQUALIZACAO_4X_C20;2,060517;-0,24251;0;0,032322;0,032322;-0,032322;29,124958;58,386638;29,26168;0,066623;-1,74518;1,257756;;;;;;;;;;;;
;;22/11/2022 23:19:03;7;DCH;151:36:03;00:10:00;4;1;EQUALIZACAO_4X_C20;2,063296;-0,242465;0;0,040406;0,040406;-0,040406;29,10829;58,386638;29,278348;0,083292;0,801464;-0,94164;;;;;;;;;;;;
;;22/11/2022 23:21:03;7;DCH;151:38:03;00:12:00;4;1;EQUALIZACAO_4X_C20;2,064741;-0,24242;0;0,048487;0,048487;-0,048487;29,09161;58,386638;29,295028;0,099972;-0,453099;-1,762742;;;;;;;;;;;;
;;22/11/2022 23:23:03;7;DCH;151:40:03;00:14:00;4;1;EQUALIZACAO_4X_C20;2,065852;-0,242465;0;0,056573;0,056573;-0,056573;29,074909;58,386638;29,311729;0,116673;1,034719;-0,911785;;;;;;;;;;;;
;;22/11/2022 23:25:03;7;DCH;151:42:03;00:16:00;4;1;EQUALIZACAO_4X_C20;2,06663;-0,242465;0;0,064653;0,064653;-0,064653;29,058214;58,386638;29,328424;0,133368;-1,58361;0,483912;;;;;;;;;;;;
;;22/11/2022 23:27:03;7;DCH;151:44:03;00:18:00;4;1;EQUALIZACAO_4X_C20;2,067186;-0,242465;0;0,072727;0,072727;-0,072727;29,041524;58,386638;29,345114;0,150058;-1,144401;0,54474;;;;;;;;;;;;
;;22/11/2022 23:29:03;7;DCH;151:46:03;00:19:59;4;1;EQUALIZACAO_4X_C20;2,067742;-0,242465;0;0,080815;0,080815;-0,080815;29,024803;58,386638;29,361835;0,166779;-0,426436;-2,261821;;;;;;;;;;;;
;;22/11/2022 23:31:03;7;DCH;151:48:03;00:22:00;4;1;EQUALIZACAO_4X_C20;2,068075;-0,24242;0;0,088895;0,088895;-0,088895;29,008094;58,386638;29,378544;0,183488;-1,048289;0,597266;;;;;;;;;;;;
;;22/11/2022 23:33:03;7;DCH;151:50:03;00:24:00;4;1;EQUALIZACAO_4X_C20;2,068409;-0,24242;0;0,096982;0,096982;-0,096982;28,991368;58,386638;29,39527;0,200214;2,616413;-0,751812;;;;;;;;;;;;
;;22/11/2022 23:35:03;7;DCH;151:52:03;00:26:00;4;1;EQUALIZACAO_4X_C20;2,068742;-0,24242;0;0,105061;0,105061;-0,105061;28,974655;58,386638;29,411983;0,216927;-1,310122;-2,392578;;;;;;;;;;;;
;;22/11/2022 23:37:03;7;DCH;151:54:03;00:28:00;4;1;EQUALIZACAO_4X_C20;2,068964;-0,24242;0;0,113135;0,113135;-0,113135;28,957952;58,386638;29,428686;0,233629;-1,686747;-1,557586;;;;;;;;;;;;
