Measurement ID;7611;Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhCha;AhDch;AhStep;AhAccu;WhAccu;WhCha;WhDch;WhStep;;;;x;;Peukert 1,75V;;;;;;
Battery Name;Prototipo_P;[dd/MM/yyyy HH:mm:ss];[];[];[hh:mm:ss];[hh:mm:ss];[];[];[];[V];[A];[AhCha];[AhDch];[AhStep];[Ah];[Wh];[WhCha];[WhDch];[WhStep];;;;x;;Duração;Corrente;;;;;
;;19/11/2022 02:30:05;7;DCH;10:00:03;02:59:59;1;1;EQUALIZACAO_4X_C20;2,038154;-0,23747;0;0,712481;0,712481;-0,712481;1,085427;2,54172;1,456293;1,456293;;;;;;;;;;;;
;;19/11/2022 02:32:05;7;DCH;10:02:03;03:01:59;1;1;EQUALIZACAO_4X_C20;2,037931;-0,237515;0;0,720387;0,720387;-0,720387;1,069314;2,54172;1,472406;1,472406;;;;;;;;;;;;
;;19/11/2022 02:34:05;7;DCH;10:04:03;03:04:00;1;1;EQUALIZACAO_4X_C20;2,03782;-0,23747;0;0,728322;0,728322;-0,728322;1,053144;2,54172;1,488576;1,488576;;;;;;;;;;;;
;;19/11/2022 02:36:05;7;DCH;10:06:03;03:06:00;1;1;EQUALIZACAO_4X_C20;2,037598;-0,237515;0;0,736227;0,736227;-0,736227;1,037036;2,54172;1,504684;1,504684;;;;;;;;;;;;
;;19/11/2022 02:38:05;7;DCH;10:08:03;03:08:00;1;1;EQUALIZACAO_4X_C20;2,037487;-0,23747;0;0,74415;0,74415;-0,74415;1,020892;2,54172;1,520828;1,520828;;;;;;;;;;;;
;;19/11/2022 02:40:05;7;DCH;10:10:03;03:10:00;1;1;EQUALIZACAO_4X_C20;2,037264;-0,23747;0;0,752056;0,752056;-0,752056;1,004784;2,54172;1,536936;1,536936;;;;;;;;;;;;
;;19/11/2022 02:42:05;7;DCH;10:12:03;03:12:00;1;1;EQUALIZACAO_4X_C20;2,037042;-0,237515;0;0,759975;0,759975;-0,759975;0,988652;2,54172;1,553068;1,553068;;;;;;;;;;;;
;;19/11/2022 02:44:05;7;DCH;10:14:03;03:14:00;1;1;EQUALIZACAO_4X_C20;2,036931;-0,23747;0;0,767892;0,767892;-0,767892;0,972524;2,54172;1,569196;1,569196;;;;;;;;;;;;
;;19/11/2022 02:46:05;7;DCH;10:16:03;03:16:00;1;1;EQUALIZACAO_4X_C20;2,036708;-0,23747;0;0,775811;0,775811;-0,775811;0,956395;2,54172;1,585324;1,585324;;;;;;;;;;;;
;;19/11/2022 02:48:05;7;DCH;10:18:03;03:18:00;1;1;EQUALIZACAO_4X_C20;2,036597;-0,23747;0;0,783733;0,783733;-0,783733;0,940261;2,54172;1,601459;1,601459;;;;;;;;;;;;
;;19/11/2022 02:50:05;7;DCH;10:20:03;03:19:59;1;1;EQUALIZACAO_4X_C20;2,036375;-0,237515;0;0,791644;0,791644;-0,791644;0,92415;2,54172;1,61757;1,61757;;;;;;;;;;;;
;;19/11/2022 02:52:05;7;DCH;10:22:03;03:22:00;1;1;EQUALIZACAO_4X_C20;2,036152;-0,237515;0;0,799567;0,799567;-0,799567;0,908017;2,54172;1,633703;1,633703;;;;;;;;;;;;
;;19/11/2022 02:54:05;7;DCH;10:24:03;03:24:00;1;1;EQUALIZACAO_4X_C20;2,036041;-0,237515;0;0,807484;0,807484;-0,807484;0,891898;2,54172;1,649822;1,649822;;;;;;;;;;;;
;;19/11/2022 02:56:05;7;DCH;10:26:03;03:26:00;1;1;EQUALIZACAO_4X_C20;2,035819;-0,237515;0;0,815399;0,815399;-0,815399;0,875784;2,54172;1,665936;1,665936;;;;;;;;;;;;
;;19/11/2022 02:58:05;7;DCH;10:28:03;03:27:59;1;1;EQUALIZACAO_4X_C20;2,035596;-0,237515;0;0,823304;0,823304;-0,823304;0,859691;2,54172;1,682029;1,682029;;;;;;;;;;;;
;;19/11/2022 03:00:05;7;DCH;10:30:03;03:30:00;1;1;EQUALIZACAO_4X_C20;2,035485;-0,23747;0;0,831224;0,831224;-0,831224;0,843569;2,54172;1,698151;1,698151;;;;;;;;;;;;
;;19/11/2022 03:02:05;7;DCH;10:32:03;03:32:00;1;1;EQUALIZACAO_4X_C20;2,035263;-0,23747;0;0,839135;0,839135;-0,839135;0,827467;2,54172;1,714253;1,714253;;;;;;;;;;;;
;;19/11/2022 03:04:05;7;DCH;10:34:03;03:34:00;1;1;EQUALIZACAO_4X_C20;2,035152;-0,23747;0;0,847056;0,847056;-0,847056;0,811347;2,54172;1,730373;1,730373;;;;;;;;;;;;
;;19/11/2022 03:06:05;7;DCH;10:36:03;03:36:00;1;1;EQUALIZACAO_4X_C20;2,034929;-0,23747;0;0,854983;0,854983;-0,854983;0,795215;2,54172;1,746505;1,746505;;;;;;;;;;;;
;;19/11/2022 03:08:05;7;DCH;10:38:03;03:38:00;1;1;EQUALIZACAO_4X_C20;2,034707;-0,237515;0;0,86289;0,86289;-0,86289;0,779125;2,54172;1,762594;1,762594;;;;;;;;;;;;
;;19/11/2022 03:10:05;7;DCH;10:40:03;03:40:00;1;1;EQUALIZACAO_4X_C20;2,034596;-0,237515;0;0,870802;0,870802;-0,870802;0,763026;2,54172;1,778694;1,778694;;;;;;;;;;;;
;;19/11/2022 03:12:05;7;DCH;10:42:03;03:42:00;1;1;EQUALIZACAO_4X_C20;2,034373;-0,23747;0;0,878731;0,878731;-0,878731;0,746896;2,54172;1,794824;1,794824;;;;;;;;;;;;
;;19/11/2022 03:14:05;7;DCH;10:44:03;03:44:00;1;1;EQUALIZACAO_4X_C20;2,034151;-0,23747;0;0,886634;0,886634;-0,886634;0,73082;2,54172;1,8109;1,8109;;;;;;;;;;;;
;;19/11/2022 03:16:05;7;DCH;10:46:03;03:46:00;1;1;EQUALIZACAO_4X_C20;2,03404;-0,237515;0;0,894552;0,894552;-0,894552;0,714714;2,54172;1,827006;1,827006;;;;;;;;;;;;
;;19/11/2022 03:18:05;7;DCH;10:48:03;03:48:00;1;1;EQUALIZACAO_4X_C20;2,033817;-0,23747;0;0,902481;0,902481;-0,902481;0,698587;2,54172;1,843133;1,843133;;;;;;;;;;;;
;;19/11/2022 03:20:05;7;DCH;10:50:03;03:49:59;1;1;EQUALIZACAO_4X_C20;2,033595;-0,237515;0;0,91039;0,91039;-0,91039;0,682501;2,54172;1,859219;1,859219;;;;;;;;;;;;
;;19/11/2022 03:22:05;7;DCH;10:52:03;03:52:00;1;1;EQUALIZACAO_4X_C20;2,033373;-0,237515;0;0,9183;0,9183;-0,9183;0,666417;2,54172;1,875303;1,875303;;;;;;;;;;;;
;;19/11/2022 03:24:05;7;DCH;10:54:03;03:53:59;1;1;EQUALIZACAO_4X_C20;2,033262;-0,237515;0;0,926213;0,926213;-0,926213;0,650327;2,54172;1,891393;1,891393;;;;;;;;;;;;
;;19/11/2022 03:26:05;7;DCH;10:56:03;03:56:00;1;1;EQUALIZACAO_4X_C20;2,03315;-0,237515;0;0,934145;0,934145;-0,934145;0,6342;2,54172;1,90752;1,90752;;;;;;;;;;;;
;;19/11/2022 03:28:05;7;DCH;10:58:03;03:58:00;1;1;EQUALIZACAO_4X_C20;2,032817;-0,237515;0;0,942062;0,942062;-0,942062;0,618105;2,54172;1,923615;1,923615;;;;;;;;;;;;
;;19/11/2022 03:30:05;7;DCH;11:00:03;03:59:59;1;1;EQUALIZACAO_4X_C20;2,032706;-0,237515;0;0,949966;0,949966;-0,949966;0,602038;2,54172;1,939682;1,939682;;;;;;;;;;;;
;;19/11/2022 03:32:05;7;DCH;11:02:03;04:02:00;1;1;EQUALIZACAO_4X_C20;2,032483;-0,23747;0;0,957893;0,957893;-0,957893;0,585925;2,54172;1,955794;1,955794;;;;;;;;;;;;
;;19/11/2022 03:34:05;7;DCH;11:04:03;04:04:00;1;1;EQUALIZACAO_4X_C20;2,032372;-0,23747;0;0,965802;0,965802;-0,965802;0,569851;2,54172;1,971869;1,971869;;;;;;;;;;;;
;;19/11/2022 03:36:05;7;DCH;11:06:03;04:06:00;1;1;EQUALIZACAO_4X_C20;2,03215;-0,237515;0;0,973728;0,973728;-0,973728;0,553743;2,54172;1,987977;1,987977;;;;;;;;;;;;
;;19/11/2022 03:38:05;7;DCH;11:08:03;04:08:00;1;1;EQUALIZACAO_4X_C20;2,031927;-0,23747;0;0,981636;0,981636;-0,981636;0,537675;2,54172;2,004045;2,004045;;;;;;;;;;;;
;;19/11/2022 03:40:05;7;DCH;11:10:03;04:10:00;1;1;EQUALIZACAO_4X_C20;2,031816;-0,23747;0;0,989554;0,989554;-0,989554;0,521586;2,54172;2,020134;2,020134;;;;;;;;;;;;
;;19/11/2022 03:42:05;7;DCH;11:12:03;04:12:00;1;1;EQUALIZACAO_4X_C20;2,031594;-0,23747;0;0,997464;0,997464;-0,997464;0,505515;2,54172;2,036205;2,036205;;;;;;;;;;;;
;;19/11/2022 03:44:05;7;DCH;11:14:03;04:14:00;1;1;EQUALIZACAO_4X_C20;2,031371;-0,23747;0;1,005383;1,005383;-1,005383;0,489427;2,54172;2,052293;2,052293;;;;;;;;;;;;
;;19/11/2022 03:46:05;7;DCH;11:16:03;04:16:00;1;1;EQUALIZACAO_4X_C20;2,03126;-0,23747;0;1,013311;1,013311;-1,013311;0,473322;2,54172;2,068397;2,068397;;;;;;;;;;;;
;;19/11/2022 03:48:05;7;DCH;11:18:03;04:17:59;1;1;EQUALIZACAO_4X_C20;2,031038;-0,237515;0;1,021212;1,021212;-1,021212;0,457275;2,54172;2,084445;2,084445;;;;;;;;;;;;
;;19/11/2022 03:50:05;7;DCH;11:20:03;04:20:00;1;1;EQUALIZACAO_4X_C20;2,030815;-0,237515;0;1,029145;1,029145;-1,029145;0,441162;2,54172;2,100558;2,100558;;;;;;;;;;;;
;;19/11/2022 03:52:05;7;DCH;11:22:03;04:22:00;1;1;EQUALIZACAO_4X_C20;2,030704;-0,23747;0;1,037058;1,037058;-1,037058;0,425095;2,54172;2,116625;2,116625;;;;;;;;;;;;
;;19/11/2022 03:54:05;7;DCH;11:24:03;04:24:00;1;1;EQUALIZACAO_4X_C20;2,030482;-0,23747;0;1,04496;1,04496;-1,04496;0,409048;2,54172;2,132672;2,132672;;;;;;;;;;;;
;;19/11/2022 03:56:05;7;DCH;11:26:03;04:26:00;1;1;EQUALIZACAO_4X_C20;2,030371;-0,23747;0;1,052889;1,052889;-1,052889;0,392948;2,54172;2,148772;2,148772;;;;;;;;;;;;
;;19/11/2022 03:58:05;7;DCH;11:28:03;04:28:00;1;1;EQUALIZACAO_4X_C20;2,030148;-0,237515;0;1,060803;1,060803;-1,060803;0,376881;2,54172;2,164838;2,164838;;;;;;;;;;;;
;;19/11/2022 04:00:05;7;DCH;11:30:03;04:30:00;1;1;EQUALIZACAO_4X_C20;2,029926;-0,23747;0;1,068715;1,068715;-1,068715;0,36082;2,54172;2,1809;2,1809;;;;;;;;;;;;
;;19/11/2022 04:02:05;7;DCH;11:32:03;04:32:00;1;1;EQUALIZACAO_4X_C20;2,029704;-0,237515;0;1,076632;1,076632;-1,076632;0,344751;2,54172;2,196969;2,196969;;;;;;;;;;;;
;;19/11/2022 04:04:05;7;DCH;11:34:03;04:33:59;1;1;EQUALIZACAO_4X_C20;2,029592;-0,237515;0;1,084543;1,084543;-1,084543;0,328693;2,54172;2,213026;2,213026;;;;;;;;;;;;
;;19/11/2022 04:06:05;7;DCH;11:36:03;04:36:00;1;1;EQUALIZACAO_4X_C20;2,02937;-0,23747;0;1,092461;1,092461;-1,092461;0,312623;2,54172;2,229097;2,229097;;;;;;;;;;;;
;;19/11/2022 04:08:05;7;DCH;11:38:03;04:38:00;1;1;EQUALIZACAO_4X_C20;2,029148;-0,237515;0;1,100383;1,100383;-1,100383;0,296548;2,54172;2,245172;2,245172;;;;;;;;;;;;
;;19/11/2022 04:10:05;7;DCH;11:40:03;04:40:00;1;1;EQUALIZACAO_4X_C20;2,029036;-0,23747;0;1,108292;1,108292;-1,108292;0,280499;2,54172;2,261221;2,261221;;;;;;;;;;;;
;;19/11/2022 04:12:05;7;DCH;11:42:03;04:42:00;1;1;EQUALIZACAO_4X_C20;2,028814;-0,237515;0;1,116226;1,116226;-1,116226;0,264402;2,54172;2,277318;2,277318;;;;;;;;;;;;
;;19/11/2022 04:14:05;7;DCH;11:44:03;04:44:00;1;1;EQUALIZACAO_4X_C20;2,028592;-0,237515;0;1,124127;1,124127;-1,124127;0,248373;2,54172;2,293347;2,293347;;;;;;;;;;;;
;;19/11/2022 04:16:05;7;DCH;11:46:03;04:46:00;1;1;EQUALIZACAO_4X_C20;2,028369;-0,237515;0;1,132046;1,132046;-1,132046;0,23231;2,54172;2,30941;2,30941;;;;;;;;;;;;
;;19/11/2022 04:18:05;7;DCH;11:48:03;04:47:59;1;1;EQUALIZACAO_4X_C20;2,028258;-0,23747;0;1,139957;1,139957;-1,139957;0,216264;2,54172;2,325456;2,325456;;;;;;;;;;;;
;;19/11/2022 04:20:05;7;DCH;11:50:03;04:50:00;1;1;EQUALIZACAO_4X_C20;2,028147;-0,237515;0;1,147889;1,147889;-1,147889;0,200176;2,54172;2,341544;2,341544;;;;;;;;;;;;
;;19/11/2022 04:22:05;7;DCH;11:52:03;04:52:00;1;1;EQUALIZACAO_4X_C20;2,027925;-0,237515;0;1,155799;1,155799;-1,155799;0,184135;2,54172;2,357585;2,357585;;;;;;;;;;;;
;;19/11/2022 04:24:05;7;DCH;11:54:03;04:54:00;1;1;EQUALIZACAO_4X_C20;2,027702;-0,237515;0;1,163714;1,163714;-1,163714;0,168084;2,54172;2,373636;2,373636;;;;;;;;;;;;
;;19/11/2022 04:26:05;7;DCH;11:56:03;04:56:00;1;1;EQUALIZACAO_4X_C20;2,02748;-0,237515;0;1,171629;1,171629;-1,171629;0,152037;2,54172;2,389683;2,389683;;;;;;;;;;;;
;;19/11/2022 04:28:05;7;DCH;11:58:03;04:58:00;1;1;EQUALIZACAO_4X_C20;2,027369;-0,237515;0;1,179548;1,179548;-1,179548;0,135983;2,54172;2,405737;2,405737;;;;;;;;;;;;
;;19/11/2022 04:30:05;7;DCH;12:00:03;05:00:00;1;1;EQUALIZACAO_4X_C20;2,027146;-0,237515;0;1,187457;1,187457;-1,187457;0,119948;2,54172;2,421772;2,421772;;;;;;;;;;;;
;;19/11/2022 04:32:05;7;DCH;12:02:03;05:01:59;1;1;EQUALIZACAO_4X_C20;2,026924;-0,237515;0;1,195377;1,195377;-1,195377;0,103895;2,54172;2,437825;2,437825;;;;;;;;;;;;
;;19/11/2022 04:34:05;7;DCH;12:04:03;05:04:00;1;1;EQUALIZACAO_4X_C20;2,026702;-0,23747;0;1,203296;1,203296;-1,203296;0,087845;2,54172;2,453875;2,453875;;;;;;;;;;;;
;;19/11/2022 04:36:05;7;DCH;12:06:03;05:06:00;1;1;EQUALIZACAO_4X_C20;2,026479;-0,23747;0;1,211222;1,211222;-1,211222;0,071781;2,54172;2,469939;2,469939;;;;;;;;;;;;
;;19/11/2022 04:38:05;7;DCH;12:08:03;05:08:00;1;1;EQUALIZACAO_4X_C20;2,026368;-0,237515;0;1,219128;1,219128;-1,219128;0,055761;2,54172;2,485959;2,485959;;;;;;;;;;;;
;;19/11/2022 04:40:05;7;DCH;12:10:03;05:10:00;1;1;EQUALIZACAO_4X_C20;2,026146;-0,237515;0;1,227041;1,227041;-1,227041;0,039726;2,54172;2,501994;2,501994;;;;;;;;;;;;
;;19/11/2022 04:42:05;7;DCH;12:12:03;05:11:59;1;1;EQUALIZACAO_4X_C20;2,025923;-0,23747;0;1,234965;1,234965;-1,234965;0,023673;2,54172;2,518047;2,518047;;;;;;;;;;;;
;;19/11/2022 04:44:05;7;DCH;12:14:03;05:14:00;1;1;EQUALIZACAO_4X_C20;2,025701;-0,23747;0;1,24288;1,24288;-1,24288;0,007637;2,54172;2,534083;2,534083;;;;;;;;;;;;
;;19/11/2022 04:46:05;7;DCH;12:16:03;05:15:59;1;1;EQUALIZACAO_4X_C20;2,02559;-0,23747;0;1,250789;1,250789;-1,250789;-0,008383;2,54172;2,550103;2,550103;;;;;;;;;;;;
;;19/11/2022 04:48:05;7;DCH;12:18:03;05:18:00;1;1;EQUALIZACAO_4X_C20;2,025367;-0,237515;0;1,258722;1,258722;-1,258722;-0,024452;2,54172;2,566172;2,566172;;;;;;;;;;;;
;;19/11/2022 04:50:05;7;DCH;12:20:03;05:20:00;1;1;EQUALIZACAO_4X_C20;2,025145;-0,237515;0;1,266635;1,266635;-1,266635;-0,040478;2,54172;2,582198;2,582198;;;;;;;;;;;;
;;19/11/2022 04:52:05;7;DCH;12:22:03;05:22:00;1;1;EQUALIZACAO_4X_C20;2,025034;-0,23747;0;1,274553;1,274553;-1,274553;-0,056512;2,54172;2,598232;2,598232;;;;;;;;;;;;
;;19/11/2022 04:54:05;7;DCH;12:24:03;05:24:00;1;1;EQUALIZACAO_4X_C20;2,024811;-0,23747;0;1,282455;1,282455;-1,282455;-0,072514;2,54172;2,614234;2,614234;;;;;;;;;;;;
;;19/11/2022 04:56:05;7;DCH;12:26:03;05:26:00;1;1;EQUALIZACAO_4X_C20;2,024589;-0,237515;0;1,290387;1,290387;-1,290387;-0,088572;2,54172;2,630292;2,630292;;;;;;;;;;;;
;;19/11/2022 04:58:05;7;DCH;12:28:03;05:28:00;1;1;EQUALIZACAO_4X_C20;2,024478;-0,23747;0;1,298298;1,298298;-1,298298;-0,10459;2,54172;2,646309;2,646309;;;;;;;;;;;;
;;19/11/2022 05:00:05;7;DCH;12:30:03;05:30:00;1;1;EQUALIZACAO_4X_C20;2,024255;-0,237515;0;1,306216;1,306216;-1,306216;-0,120618;2,54172;2,662338;2,662338;;;;;;;;;;;;
;;19/11/2022 05:02:05;7;DCH;12:32:03;05:32:00;1;1;EQUALIZACAO_4X_C20;2,024033;-0,23747;0;1,31412;1,31412;-1,31412;-0,136617;2,54172;2,678337;2,678337;;;;;;;;;;;;
;;19/11/2022 05:04:05;7;DCH;12:34:03;05:33:59;1;1;EQUALIZACAO_4X_C20;2,023811;-0,23747;0;1,322047;1,322047;-1,322047;-0,152659;2,54172;2,694379;2,694379;;;;;;;;;;;;
;;19/11/2022 05:06:05;7;DCH;12:36:03;05:36:00;1;1;EQUALIZACAO_4X_C20;2,0237;-0,23747;0;1,329954;1,329954;-1,329954;-0,168662;2,54172;2,710382;2,710382;;;;;;;;;;;;
;;19/11/2022 05:08:05;7;DCH;12:38:03;05:38:00;1;1;EQUALIZACAO_4X_C20;2,023477;-0,237515;0;1,337869;1,337869;-1,337869;-0,184679;2,54172;2,726399;2,726399;;;;;;;;;;;;
;;19/11/2022 05:10:05;7;DCH;12:40:03;05:40:00;1;1;EQUALIZACAO_4X_C20;2,023255;-0,237515;0;1,345796;1,345796;-1,345796;-0,200718;2,54172;2,742438;2,742438;;;;;;;;;;;;
;;19/11/2022 05:12:05;7;DCH;12:42:03;05:42:00;1;1;EQUALIZACAO_4X_C20;2,023144;-0,23747;0;1,353705;1,353705;-1,353705;-0,21672;2,54172;2,75844;2,75844;;;;;;;;;;;;
;;19/11/2022 05:14:05;7;DCH;12:44:03;05:44:00;1;1;EQUALIZACAO_4X_C20;2,02281;-0,237515;0;1,361632;1,361632;-1,361632;-0,232757;2,54172;2,774477;2,774477;;;;;;;;;;;;
;;19/11/2022 05:16:05;7;DCH;12:46:03;05:46:00;1;1;EQUALIZACAO_4X_C20;2,022699;-0,23747;0;1,369538;1,369538;-1,369538;-0,248749;2,54172;2,790469;2,790469;;;;;;;;;;;;
;;19/11/2022 05:18:05;7;DCH;12:48:03;05:48:00;1;1;EQUALIZACAO_4X_C20;2,022476;-0,237515;0;1,377465;1,377465;-1,377465;-0,264782;2,54172;2,806502;2,806502;;;;;;;;;;;;
;;19/11/2022 05:20:05;7;DCH;12:50:03;05:50:00;1;1;EQUALIZACAO_4X_C20;2,022254;-0,237515;0;1,385372;1,385372;-1,385372;-0,280773;2,54172;2,822493;2,822493;;;;;;;;;;;;
;;19/11/2022 05:22:05;7;DCH;12:52:03;05:52:00;1;1;EQUALIZACAO_4X_C20;2,022032;-0,237515;0;1,393292;1,393292;-1,393292;-0,296787;2,54172;2,838507;2,838507;;;;;;;;;;;;
;;19/11/2022 05:24:05;7;DCH;12:54:03;05:53:59;1;1;EQUALIZACAO_4X_C20;2,021921;-0,237515;0;1,401209;1,401209;-1,401209;-0,312796;2,54172;2,854516;2,854516;;;;;;;;;;;;
;;19/11/2022 05:26:05;7;DCH;12:56:03;05:56:00;1;1;EQUALIZACAO_4X_C20;2,021698;-0,23747;0;1,409127;1,409127;-1,409127;-0,328804;2,54172;2,870524;2,870524;;;;;;;;;;;;
;;19/11/2022 05:28:05;7;DCH;12:58:03;05:58:00;1;1;EQUALIZACAO_4X_C20;2,021476;-0,237515;0;1,41704;1,41704;-1,41704;-0,344801;2,54172;2,886521;2,886521;;;;;;;;;;;;
;;19/11/2022 05:30:05;7;DCH;13:00:03;06:00:00;1;1;EQUALIZACAO_4X_C20;2,021253;-0,23747;0;1,424958;1,424958;-1,424958;-0,360806;2,54172;2,902526;2,902526;;;;;;;;;;;;
;;19/11/2022 05:32:05;7;DCH;13:02:03;06:02:00;1;1;EQUALIZACAO_4X_C20;2,021031;-0,23747;0;1,432874;1,432874;-1,432874;-0,376806;2,54172;2,918526;2,918526;;;;;;;;;;;;
;;19/11/2022 05:34:05;7;DCH;13:04:03;06:04:00;1;1;EQUALIZACAO_4X_C20;2,02092;-0,237515;0;1,440795;1,440795;-1,440795;-0,392816;2,54172;2,934536;2,934536;;;;;;;;;;;;
;;19/11/2022 05:36:05;7;DCH;13:06:03;06:06:00;1;1;EQUALIZACAO_4X_C20;2,020697;-0,237515;0;1,448705;1,448705;-1,448705;-0,408798;2,54172;2,950518;2,950518;;;;;;;;;;;;
;;19/11/2022 05:38:05;7;DCH;13:08:03;06:08:00;1;1;EQUALIZACAO_4X_C20;2,020475;-0,237515;0;1,45662;1,45662;-1,45662;-0,424792;2,54172;2,966512;2,966512;;;;;;;;;;;;
;;19/11/2022 05:40:05;7;DCH;13:10:03;06:10:00;1;1;EQUALIZACAO_4X_C20;2,020364;-0,237515;0;1,464541;1,464541;-1,464541;-0,440796;2,54172;2,982515;2,982515;;;;;;;;;;;;
;;19/11/2022 05:42:05;7;DCH;13:12:03;06:12:00;1;1;EQUALIZACAO_4X_C20;2,020142;-0,237515;0;1,47246;1,47246;-1,47246;-0,456794;2,54172;2,998514;2,998514;;;;;;;;;;;;
;;19/11/2022 05:44:05;7;DCH;13:14:03;06:14:00;1;1;EQUALIZACAO_4X_C20;2,019919;-0,237515;0;1,48037;1,48037;-1,48037;-0,472772;2,54172;3,014491;3,014491;;;;;;;;;;;;
;;19/11/2022 05:46:05;7;DCH;13:16:03;06:16:00;1;1;EQUALIZACAO_4X_C20;2,019697;-0,23747;0;1,488291;1,488291;-1,488291;-0,488771;2,54172;3,030491;3,030491;;;;;;;;;;;;
;;19/11/2022 05:48:05;7;DCH;13:18:03;06:18:00;1;1;EQUALIZACAO_4X_C20;2,019474;-0,23747;0;1,496205;1,496205;-1,496205;-0,504754;2,54172;3,046474;3,046474;;;;;;;;;;;;
;;19/11/2022 05:50:05;7;DCH;13:20:03;06:20:00;1;1;EQUALIZACAO_4X_C20;2,019252;-0,23747;0;1,50413;1,50413;-1,50413;-0,520757;2,54172;3,062477;3,062477;;;;;;;;;;;;
;;19/11/2022 05:52:05;7;DCH;13:22:03;06:22:00;1;1;EQUALIZACAO_4X_C20;2,019141;-0,23747;0;1,512038;1,512038;-1,512038;-0,536725;2,54172;3,078445;3,078445;;;;;;;;;;;;
;;19/11/2022 05:54:05;7;DCH;13:24:03;06:23:59;1;1;EQUALIZACAO_4X_C20;2,018918;-0,237515;0;1,519948;1,519948;-1,519948;-0,552696;2,54172;3,094416;3,094416;;;;;;;;;;;;
;;19/11/2022 05:56:05;7;DCH;13:26:03;06:26:00;1;1;EQUALIZACAO_4X_C20;2,018696;-0,237515;0;1,527877;1,527877;-1,527877;-0,568704;2,54172;3,110424;3,110424;;;;;;;;;;;;
;;19/11/2022 05:58:05;7;DCH;13:28:03;06:28:00;1;1;EQUALIZACAO_4X_C20;2,018585;-0,23747;0;1,535788;1,535788;-1,535788;-0,584673;2,54172;3,126393;3,126393;;;;;;;;;;;;
;;19/11/2022 06:00:05;7;DCH;13:30:03;06:30:00;1;1;EQUALIZACAO_4X_C20;2,018251;-0,237515;0;1,5437;1,5437;-1,5437;-0,600642;2,54172;3,142362;3,142362;;;;;;;;;;;;
;;19/11/2022 06:02:05;7;DCH;13:32:03;06:32:00;1;1;EQUALIZACAO_4X_C20;2,018029;-0,237515;0;1,551617;1,551617;-1,551617;-0,61662;2,54172;3,15834;3,15834;;;;;;;;;;;;
;;19/11/2022 06:04:05;7;DCH;13:34:03;06:34:00;1;1;EQUALIZACAO_4X_C20;2,017918;-0,237515;0;1,559536;1,559536;-1,559536;-0,6326;2,54172;3,17432;3,17432;;;;;;;;;;;;
;;19/11/2022 06:06:05;7;DCH;13:36:03;06:35:59;1;1;EQUALIZACAO_4X_C20;2,017695;-0,23747;0;1,567453;1,567453;-1,567453;-0,648576;2,54172;3,190296;3,190296;;;;;;;;;;;;
;;19/11/2022 06:08:05;7;DCH;13:38:03;06:37:59;1;1;EQUALIZACAO_4X_C20;2,017584;-0,23747;0;1,575372;1,575372;-1,575372;-0,664553;2,54172;3,206273;3,206273;;;;;;;;;;;;
;;19/11/2022 06:10:05;7;DCH;13:40:03;06:39:59;1;1;EQUALIZACAO_4X_C20;2,017362;-0,237515;0;1,583277;1,583277;-1,583277;-0,680501;2,54172;3,222221;3,222221;;;;;;;;;;;;
;;19/11/2022 06:12:05;7;DCH;13:42:03;06:42:00;1;1;EQUALIZACAO_4X_C20;2,01714;-0,237515;0;1,591211;1,591211;-1,591211;-0,696507;2,54172;3,238227;3,238227;;;;;;;;;;;;
;;19/11/2022 06:14:05;7;DCH;13:44:03;06:44:00;1;1;EQUALIZACAO_4X_C20;2,016917;-0,237515;0;1,599114;1,599114;-1,599114;-0,712447;2,54172;3,254167;3,254167;;;;;;;;;;;;
;;19/11/2022 06:16:05;7;DCH;13:46:03;06:45:59;1;1;EQUALIZACAO_4X_C20;2,016806;-0,23747;0;1,607029;1,607029;-1,607029;-0,728412;2,54172;3,270132;3,270132;;;;;;;;;;;;
;;19/11/2022 06:18:05;7;DCH;13:48:03;06:48:00;1;1;EQUALIZACAO_4X_C20;2,016584;-0,237515;0;1,614954;1,614954;-1,614954;-0,744393;2,54172;3,286113;3,286113;;;;;;;;;;;;
;;19/11/2022 06:20:05;7;DCH;13:50:03;06:50:00;1;1;EQUALIZACAO_4X_C20;2,016361;-0,237515;0;1,622875;1,622875;-1,622875;-0,760365;2,54172;3,302085;3,302085;;;;;;;;;;;;
;;19/11/2022 06:22:05;7;DCH;13:52:03;06:52:00;1;1;EQUALIZACAO_4X_C20;2,016139;-0,237515;0;1,630783;1,630783;-1,630783;-0,77631;2,54172;3,31803;3,31803;;;;;;;;;;;;
;;19/11/2022 06:24:05;7;DCH;13:54:03;06:54:00;1;1;EQUALIZACAO_4X_C20;2,015916;-0,23747;0;1,638696;1,638696;-1,638696;-0,792263;2,54172;3,333983;3,333983;;;;;;;;;;;;
;;19/11/2022 06:26:05;7;DCH;13:56:03;06:56:00;1;1;EQUALIZACAO_4X_C20;2,015805;-0,237515;0;1,646625;1,646625;-1,646625;-0,808247;2,54172;3,349967;3,349967;;;;;;;;;;;;
;;19/11/2022 06:28:05;7;DCH;13:58:03;06:58:00;1;1;EQUALIZACAO_4X_C20;2,015583;-0,23747;0;1,65454;1,65454;-1,65454;-0,8242;2,54172;3,365919;3,365919;;;;;;;;;;;;
